year,make,model,price
2023,Land Rover,ge Rover Velar,60300
2023,Land Rover,ge Rover Evoque,Land Rover Rover Range Rover Evoque 2023
2023,Land Rover,ge Rover Evoque,45000
2023,Land Rover,Discovery Sport,43300
2023,Land Rover,Discovery,58400
2023,Land Rover,Discovery Sport P250 R-Dynamic S,45100
2023,Land Rover,ge Rover Velar P340 R-Dynamic S,69200
2023,Land Rover,ge Rover 3.0 I Diesel LWB SE,Land Rover Range Rover 3.0 I Diesel Lwb Se 2023
2023,Land Rover,ge Rover 3.0 I Diesel Lwb Se,369940
2023,Land Rover,ge Rover SV Carmel Edition,345000
2023,Land Rover,ge Rover 3.0 l Petrol LWB SE,397180
2023,Land Rover,ge Rover 4.4 I Petrol SE,373070
2023,Land Rover,ge Rover 3.0 l Petrol HSE,408680
2023,Jeep,Gladiator Hercules,No price available
2023,Jeep,Wrangler Magneto EV,No price available
2023,Jeep,Wrangler Unlimited High Tide 4x4,No price available
2023,Jeep,Wrangler Willys 4xe plug-in hybrid,54730
2023,Jeep,Wagoneer,58990
2023,Jeep,Grand Wagoneer L,91490
2023,Jeep,Grand Cherokee L,43030
2023,Jeep,Grand Cherokee 4xe,59860
2023,Jeep,Cherokee,37690
2023,Jeep,Wrangler Rubicon 20th Anniversary Edition,69590
2023,Jeep,Wrangler Rubicon Edition,69590
2023,Jeep,Wrangler Unlimited Rubicon Farout,47490
2023,Jeep,Wrangler Unlimited Freedom,35190
2023,Jeep,Wrangler Base,54730
2023,Jeep,Wagoneer Base,58990
2023,Jeep,Compass Sport,29990
2023,Jeep,Cherokee Altitude Lux,37695
2023,Jeep,Grand Cherokee,41030
2023,Jeep,Wrangler High Tide Edition,53400
2023,Jeep,Compass,35495
2023,Jeep,Grand Wagoneer Series III,71220
2023,Jeep,Grand Wagoneer Series II Obsidian,95090
2023,Jeep,Wrangler Unlimited Willys,35190
2023,Jeep,Gladiator Rubicon,50990
2023,Jeep,Grand Wagoneer L Series II Obsidian,98090
2023,Jeep,Wagoneer L,62490
2023,Jeep,Wagoneer L Series II Carbide 4x4,71080
2023,Jeep,Wagoneer L Series II Carbide,68080
2023,Jeep,Wrangler Unlimited High Altitude,45620
2023,Jeep,Avenger,33000
2023,Jeep,Grand Cherokee L Altitude 4x4,44320
2023,Jeep,Gladiator Freedom,38770
2023,Jeep,Gladiator,38770
2023,Jeep,Wrangler,31190
2023,Jeep,Wrangler Unlimited High Altitude 4xe plug-in hybrid,56840
2023,Jeep,Wagoneer L Series III 4x4,77220
2023,Jeep,Wagoneer L Series III,74220
2023,Jeep,Wagoneer L Series II 4x4,71080
2023,Jeep,Wagoneer L Series II,68080
2023,Jeep,Wrangler Unlimited Sahara 4xe plug-in hybrid,56840
2023,Jeep,Gladiator Mojave,50250
2023,Jeep,Wagoneer L Series I 4x4,65490
2023,Volkswagen,ID.6,No price available
2023,Volkswagen,ID.6 AWD,No price available
2023,Volkswagen,Tiguan SE SUV,No price available
2023,Volkswagen,Tiguan SE R Line Black 4MOTION,No price available
2023,Volkswagen,ID.4 GTX,57540
2023,Volkswagen,Polo GTI Edition 25,25500
2023,Volkswagen,ID. 2all,27610
2023,Volkswagen,ID.3 GTX,55050
2023,Volkswagen,ID.7 86kWh,43590
2023,Volkswagen,ID.7 77kWh,38000
2023,Volkswagen,Golf GTI 40th Anniversary Edition DSG,33050
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SE With Technology,40380
2023,Volkswagen,Atlas Cross Sport 2.0T SE with Technology,38630
2023,Volkswagen,ID.7 Pro,40000
2023,Volkswagen,ID.4 Pro S Plus,51440
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium R-Line,51620
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SEL R-Line Black,47930
2023,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line Black,46180
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SEL,45980
2023,Volkswagen,ID.7,38000
2023,Volkswagen,T-Roc Cabriolet Grey Edition,49000
2023,Volkswagen,Amarok,30000
2023,Volkswagen,Golf GTI 40th Anniversary Edition,33050
2023,Volkswagen,Atlas V6 SEL R-Line Black,48090
2023,Volkswagen,Atlas V6 SEL,46140
2023,Volkswagen,Multivan Edition,65000
2023,Volkswagen,ID.4 S,43990
2023,Volkswagen,Tiguan S,26590
2023,Volkswagen,Tiguan SE R-Line Black,33310
2023,Volkswagen,Tiguan SEL R-Line,37680
2023,Volkswagen,Tiguan,26590
2023,Volkswagen,Passat,27970
2023,Volkswagen,Jetta GLI,31340
2023,Volkswagen,Jetta,20410
2023,Maserati,Ghibli Hybrid,No price available
2023,Maserati,MC20 Convertible,No price available
2023,Maserati,Levante Hybrid,No price available
2023,Maserati,GT2 Racecar,212000
2023,Maserati,Grecale Folgore,80000
2023,Maserati,GranTurismo Modena,130120
2023,Maserati,GranTurismo Folgore,215000
2023,Maserati,Quattroporte ,Maserati Quattroporte 2023
2023,Maserati,Quattroporte,104700
2023,Maserati,Levante,87600
2023,Maserati,Ghibli,82300
2023,Maserati,Ghibli F Tributo Q4,120390
2023,Maserati,Ghibli F Tributo,110890
2023,Maserati,Grecale Trofeo,102500
2023,Maserati,MC20 Cielo,240000
2023,Maserati,Grecale Trofeo Trofeo,102500
2023,Maserati,Ghibli S,80990
2023,Maserati,Levante Trofeo 3.8L,169100
2023,Maserati,Grecale Modena,72900
2023,Maserati,Grecale GT,63500
2023,Maserati,Quattroporte Modena Q4 3.0L,130300
2023,Maserati,Ghibli S Q4,84100
2023,Maserati,Ghibli GranSport,84690
2023,Maserati,Quattroporte GT 3.0L,98000
2023,Maserati,Quattroporte Trofeo 3.8L,151500
2023,Maserati,Ghibli GT 3.0L,78200
2023,Maserati,Grecale SUV,63500
2023,Maserati,MC20,220000
2023,Maserati,GranTurismo Sport,135000
2023,Maserati,Levante Modena S,123200
2023,Maserati,Levante GT,87600
2023,Maserati,Levante Trofeo,161400
2023,Maserati,Grecale,63500
2023,Maserati,Ghibli Trofeo,118500
2023,Maserati,Ghibli Modena Q4,91600
2023,Maserati,Ghibli Modena S,82900
2023,Maserati,Ghibli Modena,88900
2023,Maserati,Quattroporte GT,104700
2023,Maserati,Quattroporte Modena Q4,120200
2023,Subaru,WRX Premium,33100
2023,Subaru,Levorg STI Sport Performance Wagon,45000
2023,Subaru,Ascent Onyx Edition Limited,46290
2023,Subaru,Forester XT Edition,25400
2023,Subaru,Rex,13000
2023,Subaru,Forester 2.5X,24300
2023,Subaru,Legacy Sport,33890
2023,Subaru,BRZ Limited,31095
2023,Subaru,Outback Onyx Edition,33490
2023,Subaru,Legacy Premium,26695
2023,Subaru,Legacy Limited,31440
2023,Subaru,Legacy,24390
2023,Subaru,WRX Sedan,30600
2023,Subaru,BRZ ,Subaru BRZ 2023
2023,Subaru,BRZ,28590
2023,Subaru,WRX GT Sedan,43390
2023,Subaru,Ascent Onyx Edition,41290
2023,Subaru,Forester STI Sport,36490
2023,Subaru,WRX Limited CVT,39740
2023,Subaru,WRX Premium CVT,35150
2023,Subaru,Solterra Touring,51990
2023,Subaru,Solterra Limited,48490
2023,Subaru,WRX GT,43390
2023,Subaru,Crosstrek Limited,29495
2023,Dodge,Durango Special Service,No price available
2023,Dodge,Challenger SRT,No price available
2023,Dodge,Challenger RT,No price available
2023,Dodge,Challenger Mopar Special Edition,55900
2023,Dodge,Durango SRT 392 Premium,72715
2023,Dodge,Durango SRT 392 Plus,72710
2023,Dodge,Durango SRT,70290
2023,Dodge,Challenger SRT Demon 170,96660
2023,Dodge,Hornet R/T Plus PHEV,Dodge Hornet RT Plus PHEV 2023
2023,Dodge,Hornet RT Plus PHEV,44990
2023,Dodge,Hornet R/T Plus PHEV,44990
2023,Dodge,Durango SXT Plus,38490
2023,Dodge,Charger Scat Pack Widebody,48740
2023,Dodge,Charger Pursuit Police,43080
2023,Dodge,Durango,51590
2023,Dodge,Hornet GT Plus,34990
2023,Dodge,Charger SRT Hellcat,77340
2023,Dodge,Challenger,30540
2023,Dodge,Charger Police AWD,42630
2023,Dodge,Charger Police,43085
2023,Dodge,Charger GT AWD,39270
2023,Dodge,Hornet R/T PHEV,39990
2023,Dodge,Hornet GT,29990
2023,Dodge,Durango SRT Hellcat,91180
2023,Dodge,Challenger SRT Hellcat Redeye,66040
2023,Dodge,Hornet,29990
2023,Dodge,Durango RT Plus,51790
2023,Dodge,Charger SRT Hellcat Redeye Widebody,77340
2023,Dodge,Durango R T Plus,50800
2023,Dodge,Charger SRT Hellcat Widebody,77340
2023,Dodge,Durango GT AWD,42590
2023,Dodge,Durango Citadel,52490
2023,Dodge,Charger RT,40740
2023,Dodge,Charger R/T,42380
2023,Dodge,Charger GT,35340
2023,Dodge,Charger Scat Pack,48740
2023,Mazda,6,No price available
2023,Mazda,CX 30 Select,No price available
